Kategorija,ID,Model,Compression,Coverage,Density,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore
Društvo,251,Gemini,1.875,0.1304,0.0,0.1111,0.0,0.0556,0.6691
Društvo,251,Claude,2.7273,0.0,0.0,0.2143,0.0,0.1429,0.6831
Društvo,252,Ekstraktivna,1.0769,0.24,0.1538,0.1224,0.0426,0.1224,0.696
Društvo,252,Apstraktivna,1.8667,0.04,0.0,1.0,1.0,1.0,1.0
Društvo,252,ChatGPT,1.8667,0.0,0.0,0.1176,0.0,0.1176,0.7025
Društvo,252,Gemini,1.8667,0.24,0.0,0.1765,0.0,0.1176,0.6746
Društvo,252,Claude,2.8,0.08,0.2,0.2143,0.0,0.1429,0.7426
Društvo,253,Ekstraktivna,1.381,0.2,0.0952,0.1622,0.0,0.1622,0.6912
Društvo,253,Apstraktivna,2.0714,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,253,ChatGPT,2.0714,0.15,0.0,0.0645,0.0,0.0645,0.691
Društvo,253,Gemini,1.9333,0.05,0.2667,0.1333,0.0,0.1333,0.6453
Društvo,253,Claude,2.2308,0.0,0.0,0.0714,0.0,0.0714,0.7138
Društvo,254,Ekstraktivna,0.9375,0.25,0.125,0.0328,0.0,0.0328,0.5848
Društvo,254,Apstraktivna,1.7647,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,254,ChatGPT,2.0,0.4,0.2667,0.093,0.0,0.0465,0.6235
Društvo,254,Gemini,1.875,0.1,0.0,0.0,0.0,0.0,0.5741
Društvo,254,Claude,2.7273,0.0,0.0,0.1081,0.0,0.0541,0.6431
Društvo,255,Ekstraktivna,1.2593,0.3,0.1481,0.12,0.0417,0.08,0.6423
Društvo,255,Apstraktivna,2.125,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,255,ChatGPT,1.7895,0.3,0.3158,0.1053,0.0,0.1053,0.6689
Društvo,255,Gemini,2.125,0.25,0.25,0.0526,0.0,0.0526,0.6478
Društvo,255,Claude,3.0909,0.0,0.0,0.0645,0.0,0.0645,0.6688
Društvo,256,Ekstraktivna,1.037,0.0417,0.0,0.0714,0.0,0.0714,0.6577
Društvo,256,Apstraktivna,1.5556,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,256,ChatGPT,1.75,0.125,0.125,0.0952,0.0,0.0476,0.7039
Društvo,256,Gemini,2.5455,0.0833,0.1818,0.0,0.0,0.0,0.6219
Društvo,256,Claude,1.8667,0.0,0.0,0.0976,0.0,0.0976,0.6732
Društvo,257,Ekstraktivna,1.2424,0.2174,0.2424,0.1132,0.0392,0.1132,0.6509
Društvo,257,Apstraktivna,2.4118,0.087,0.1176,1.0,1.0,1.0,1.0
Društvo,257,ChatGPT,2.1579,0.3478,0.4211,0.1053,0.0,0.1053,0.7227
Društvo,257,Gemini,2.1579,0.2609,0.7368,0.0,0.0,0.0,0.5679
Društvo,257,Claude,3.4167,0.0,0.0,0.129,0.0,0.129,0.6785
Društvo,258,Ekstraktivna,1.4194,0.2353,0.3226,0.2333,0.0345,0.2,0.6764
Društvo,258,Apstraktivna,2.5882,0.1176,0.1176,1.0,1.0,1.0,1.0
Društvo,258,ChatGPT,2.0952,0.2941,0.2857,0.32,0.125,0.28,0.6929
Društvo,258,Gemini,2.3158,0.2059,0.3158,0.1304,0.0,0.087,0.6341
Društvo,258,Claude,3.3846,0.0294,0.0,0.1579,0.0556,0.1053,0.7041
Društvo,259,Ekstraktivna,1.8636,0.3125,0.0909,0.0909,0.0,0.0909,0.6553
Društvo,259,Apstraktivna,2.4118,0.0312,0.0,1.0,1.0,1.0,1.0
Društvo,259,ChatGPT,1.9524,0.2188,0.1905,0.1395,0.0,0.1395,0.6852
Društvo,259,Gemini,2.9286,0.3125,0.2857,0.0541,0.0,0.0541,0.6504
Društvo,259,Claude,4.1,0.0,0.0,0.1212,0.0,0.1212,0.7067
Društvo,260,Ekstraktivna,1.5,0.2162,0.1333,0.0667,0.0,0.0667,0.6737
Društvo,260,Apstraktivna,2.25,0.0541,0.0,1.0,1.0,1.0,1.0
Društvo,260,ChatGPT,2.5,0.2162,0.4444,0.1277,0.0,0.0851,0.6965
Društvo,260,Gemini,2.5,0.1622,0.2222,0.1277,0.0444,0.0851,0.6513
Društvo,260,Claude,4.5,0.027,0.0,0.0541,0.0,0.0541,0.6916
Društvo,261,Ekstraktivna,1.8667,0.1892,0.1333,0.1111,0.0,0.0741,0.665
Društvo,261,Apstraktivna,3.5,0.027,0.0,1.0,1.0,1.0,1.0
Društvo,261,ChatGPT,2.8,0.1892,0.2,0.0952,0.0,0.0476,0.6699
Društvo,261,Gemini,2.24,0.2432,0.32,0.0417,0.0,0.0417,0.6567
Društvo,261,Claude,5.0909,0.0,0.0,0.2581,0.069,0.129,0.7304
Društvo,262,Ekstraktivna,1.2414,0.32,0.1379,0.1818,0.0377,0.1455,0.6636
Društvo,262,Apstraktivna,1.8947,0.2,0.1053,1.0,1.0,1.0,1.0
Društvo,262,ChatGPT,1.5652,0.24,0.087,0.1333,0.0465,0.1333,0.6898
Društvo,262,Gemini,1.8947,0.36,0.2105,0.1429,0.0,0.0952,0.6864
Društvo,262,Claude,3.6,0.04,0.0,0.0606,0.0,0.0606,0.6353
Društvo,263,Ekstraktivna,1.5714,0.3871,0.3571,0.1667,0.0435,0.125,0.7015
Društvo,263,Apstraktivna,2.9333,0.0645,0.0,1.0,1.0,1.0,1.0
Društvo,263,ChatGPT,2.4444,0.2903,0.3333,0.2632,0.0556,0.1579,0.6859
Društvo,263,Gemini,2.2,0.3548,0.5,0.1026,0.0,0.1026,0.6422
Društvo,263,Claude,4.4,0.0323,0.0,0.1379,0.0,0.1379,0.6794
Društvo,264,Ekstraktivna,1.6765,0.4783,0.8824,0.1111,0.0,0.0741,0.6127
Društvo,264,Apstraktivna,3.5625,0.0435,0.0,1.0,1.0,1.0,1.0
Društvo,264,ChatGPT,2.7143,0.2174,0.2857,0.0976,0.0,0.0976,0.6805
Društvo,264,Gemini,1.6765,0.3043,0.8235,0.0,0.0,0.0,0.5916
Društvo,264,Claude,5.7,0.0435,0.0,0.2143,0.0,0.1429,0.7088
Društvo,265,Ekstraktivna,2.0526,0.3333,0.2105,0.1111,0.0,0.1111,0.6968
Društvo,265,Apstraktivna,3.0,0.0333,0.0,1.0,1.0,1.0,1.0
Društvo,265,ChatGPT,2.2941,0.1333,0.0,0.2703,0.0571,0.2162,0.7272
Društvo,265,Gemini,2.0526,0.2333,0.2105,0.1111,0.0,0.1111,0.687
Društvo,265,Claude,4.3333,0.0,0.0,0.1538,0.0,0.1538,0.7297
Društvo,266,Ekstraktivna,1.5455,0.2,0.5455,0.2128,0.0444,0.2128,0.7201
Društvo,266,Apstraktivna,1.619,0.2667,0.1905,1.0,1.0,1.0,1.0
Društvo,266,ChatGPT,1.619,0.2,0.381,0.4348,0.1818,0.3913,0.7943
Društvo,266,Gemini,1.619,0.2667,0.6667,0.2174,0.0455,0.2174,0.6882
Društvo,266,Claude,2.8333,0.0667,0.0,0.3243,0.0,0.1622,0.7262
Društvo,267,Ekstraktivna,2.0,0.1786,0.2222,0.2286,0.0606,0.2286,0.7114
Društvo,267,Apstraktivna,3.2727,0.0714,0.0,1.0,1.0,1.0,1.0
Društvo,267,ChatGPT,1.8947,0.25,0.1053,0.3429,0.1212,0.3429,0.7429
Društvo,267,Gemini,2.7692,0.1071,0.0,0.2069,0.0741,0.2069,0.705
Društvo,267,Claude,4.0,0.0357,0.0,0.25,0.0909,0.25,0.7068
Društvo,268,Ekstraktivna,2.0556,0.3043,0.2222,0.0,0.0,0.0,0.6458
Društvo,268,Apstraktivna,4.625,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,268,ChatGPT,2.8462,0.0435,0.0,0.087,0.0,0.087,0.7181
Društvo,268,Gemini,2.0556,0.3478,0.3333,0.2069,0.0741,0.1379,0.6466
Društvo,268,Claude,3.7,0.0,0.0,0.0,0.0,0.0,0.6776
Društvo,269,Ekstraktivna,2.0455,0.1667,0.0909,0.0513,0.0,0.0513,0.6319
Društvo,269,Apstraktivna,3.75,0.0,0.0,1.0,1.0,1.0,1.0
Društvo,269,ChatGPT,2.25,0.1111,0.1,0.0556,0.0,0.0556,0.6707
Društvo,269,Gemini,2.0455,0.3056,0.1818,0.0,0.0,0.0,0.6195
Društvo,269,Claude,4.5,0.0278,0.0,0.08,0.0,0.08,0.6936
Društvo,270,Ekstraktivna,1.8148,0.2286,0.2222,0.129,0.0333,0.129,0.6817
Društvo,270,Apstraktivna,1.8846,0.0571,0.0,1.0,1.0,1.0,1.0
Društvo,270,ChatGPT,2.8824,0.1714,0.3529,0.2917,0.0435,0.2083,0.7543
Društvo,270,Gemini,2.7222,0.1714,0.1111,0.2041,0.0,0.1224,0.6769
Društvo,270,Claude,3.7692,0.0,0.0,0.0455,0.0,0.0455,0.6878
Društvo,271,Ekstraktivna,1.88,0.1579,0.16,0.2963,0.1154,0.2593,0.7221
Društvo,271,Apstraktivna,1.9583,0.1053,0.0833,1.0,1.0,1.0,1.0
Društvo,271,ChatGPT,3.6154,0.1316,0.1538,0.4186,0.1951,0.3256,0.7695
Društvo,271,Gemini,2.7647,0.1316,0.3529,0.3478,0.0909,0.2609,0.7066
Društvo,271,Claude,4.2727,0.0,0.0,0.15,0.0526,0.1,0.7209
Društvo,272,Ekstraktivna,2.0,0.1786,0.1739,0.1633,0.0426,0.1224,0.6572
Društvo,272,Apstraktivna,2.0909,0.1786,0.2727,1.0,1.0,1.0,1.0
Društvo,272,ChatGPT,2.5556,0.1429,0.3333,0.3556,0.1395,0.3111,0.7518
Društvo,272,Gemini,2.3,0.25,0.4,0.1702,0.0889,0.1702,0.6558
Društvo,272,Claude,4.1818,0.0714,0.0,0.1111,0.0,0.1111,0.6564
Društvo,273,Ekstraktivna,1.95,0.2069,0.4,0.1463,0.0,0.0976,0.6437
Društvo,273,Apstraktivna,2.6,0.0345,0.1333,1.0,1.0,1.0,1.0
Društvo,273,ChatGPT,2.6,0.1034,0.2667,0.2222,0.0588,0.1111,0.6607
Društvo,273,Gemini,2.7857,0.1724,0.4286,0.0588,0.0,0.0588,0.6196
Društvo,273,Claude,3.9,0.0345,0.0,0.129,0.0,0.129,0.6792
Društvo,274,Ekstraktivna,2.35,0.1562,0.1,0.2979,0.0889,0.2128,0.7396
Društvo,274,Apstraktivna,2.35,0.25,0.1,1.0,1.0,1.0,1.0
Društvo,274,ChatGPT,3.9167,0.1875,0.1667,0.4211,0.2222,0.3684,0.7764
Društvo,274,Gemini,2.7647,0.1875,0.1176,0.2667,0.0465,0.2222,0.7281
Društvo,274,Claude,4.7,0.0312,0.0,0.1143,0.0,0.1143,0.6979
Društvo,275,Ekstraktivna,2.1739,0.175,0.2609,0.1455,0.0377,0.1091,0.676
Društvo,275,Apstraktivna,2.0833,0.15,0.0833,1.0,1.0,1.0,1.0
Društvo,275,ChatGPT,4.1667,0.175,0.3333,0.0455,0.0,0.0455,0.6436
Društvo,275,Gemini,3.3333,0.05,0.1333,0.1333,0.0465,0.1333,0.6436
Društvo,275,Claude,4.1667,0.025,0.0,0.0488,0.0,0.0488,0.6536
Društvo,276,Ekstraktivna,2.3,0.1579,0.2,0.24,0.087,0.24,0.6693
Društvo,276,Apstraktivna,1.9167,0.0526,0.0,1.0,1.0,1.0,1.0
Društvo,276,ChatGPT,2.5556,0.1579,0.2222,0.5833,0.2727,0.3333,0.7492
Društvo,276,Gemini,2.0909,0.1053,0.0,0.2308,0.0833,0.2308,0.6744
Društvo,276,Claude,2.875,0.0526,0.0,0.4545,0.1,0.1818,0.7413
Društvo,277,Ekstraktivna,2.2222,0.2759,0.2222,0.186,0.0488,0.186,0.6922
Društvo,277,Apstraktivna,2.5,0.069,0.0,1.0,1.0,1.0,1.0
Društvo,277,ChatGPT,3.3333,0.1034,0.1667,0.375,0.1333,0.25,0.7488
Društvo,277,Gemini,2.6667,0.2069,0.1333,0.2162,0.0571,0.2162,0.6774
Društvo,277,Claude,4.0,0.0,0.0,0.1333,0.0,0.1333,0.6909
Društvo,278,Ekstraktivna,2.975,0.25,0.45,0.087,0.0299,0.087,0.6192
Društvo,278,Apstraktivna,4.9583,0.0714,0.1667,1.0,1.0,1.0,1.0
Društvo,278,ChatGPT,7.4375,0.1071,0.25,0.2326,0.1463,0.2326,0.7179
Društvo,278,Gemini,4.1034,0.1607,0.2759,0.1034,0.0357,0.1034,0.6312
Društvo,278,Claude,7.0,0.0357,0.0,0.1333,0.0,0.1333,0.6947
Društvo,279,Ekstraktivna,2.5556,0.2553,0.2963,0.1356,0.0,0.1017,0.6779
Društvo,279,Apstraktivna,2.6538,0.0426,0.0,1.0,1.0,1.0,1.0
Društvo,279,ChatGPT,4.6,0.0426,0.0,0.0435,0.0,0.0435,0.6797
Društvo,279,Gemini,3.45,0.2553,0.4,0.1481,0.0,0.1481,0.6447
Društvo,279,Claude,5.3077,0.0,0.0,0.1277,0.0,0.1277,0.6904
Kultura,490,Ekstraktivna,9.5778,0.0701,0.2222,0.3125,0.0426,0.2083,0.7322
Kultura,490,Apstraktivna,10.775,0.0794,0.15,1.0,1.0,1.0,1.0
Kultura,490,ChatGPT,10.5122,0.0607,0.2439,0.4565,0.1556,0.2826,0.7847
Kultura,490,Gemini,10.5122,0.0561,0.1951,0.3368,0.129,0.3158,0.7742
Kultura,490,Claude,11.6486,0.014,0.0,0.1778,0.0455,0.1333,0.7046
Kultura,491,Ekstraktivna,10.5714,0.0692,0.3673,0.2286,0.0388,0.1143,0.6756
Kultura,491,Apstraktivna,12.3333,0.0519,0.2857,1.0,1.0,1.0,1.0
Kultura,491,ChatGPT,12.6341,0.0554,0.1951,0.2737,0.0215,0.1474,0.6897
Kultura,491,Gemini,13.2821,0.0554,0.3077,0.2637,0.0674,0.1758,0.7002
Kultura,491,Claude,13.6316,0.0242,0.1579,0.2247,0.0,0.1573,0.6869
Kultura,492,Ekstraktivna,19.3833,0.0368,0.2333,0.2804,0.0762,0.1495,0.7346
Kultura,492,Apstraktivna,29.8205,0.0221,0.3077,1.0,1.0,1.0,1.0
Kultura,492,ChatGPT,30.6053,0.0221,0.2632,0.3678,0.1412,0.3218,0.7682
Kultura,492,Gemini,29.8205,0.0184,0.1538,0.25,0.0,0.1591,0.7406
Kultura,492,Claude,31.4324,0.0092,0.0541,0.2118,0.0,0.1647,0.712
Kultura,493,Ekstraktivna,7.5897,0.0872,0.2051,0.3516,0.1124,0.2418,0.7531
Kultura,493,Apstraktivna,8.0,0.0738,0.2162,1.0,1.0,1.0,1.0
Kultura,493,ChatGPT,8.4571,0.0403,0.1143,0.2683,0.0,0.1463,0.7302
Kultura,493,Gemini,8.9697,0.0268,0.1212,0.2651,0.1235,0.2651,0.7594
Kultura,493,Claude,8.2222,0.0336,0.0556,0.2326,0.0714,0.1628,0.6809
Kultura,494,Ekstraktivna,5.8333,0.1387,0.5714,0.2526,0.0645,0.1684,0.7004
Kultura,494,Apstraktivna,5.8333,0.0876,0.1905,1.0,1.0,1.0,1.0
Kultura,494,ChatGPT,6.125,0.0584,0.2,0.3191,0.1087,0.1702,0.7614
Kultura,494,Gemini,6.8056,0.0584,0.2222,0.3721,0.1429,0.2791,0.7515
Kultura,494,Claude,7.0,0.0511,0.1714,0.382,0.092,0.1798,0.7402
Kultura,495,Ekstraktivna,5.1707,0.1165,0.2927,0.2169,0.0247,0.1687,0.7181
Kultura,495,Apstraktivna,6.4242,0.0485,0.1818,1.0,1.0,1.0,1.0
Kultura,495,ChatGPT,6.4242,0.1165,0.1818,0.2368,0.027,0.1579,0.7116
Kultura,495,Gemini,7.8519,0.0388,0.1481,0.2687,0.0615,0.1791,0.7381
Kultura,495,Claude,6.8387,0.0485,0.0645,0.2192,0.0,0.1096,0.6981
Kultura,496,Ekstraktivna,9.975,0.0876,0.35,0.2766,0.0217,0.1277,0.7133
Kultura,496,Apstraktivna,9.5,0.0619,0.0476,1.0,1.0,1.0,1.0
Kultura,496,ChatGPT,11.0833,0.0412,0.0556,0.2759,0.0471,0.2069,0.7124
Kultura,496,Gemini,12.4688,0.0361,0.125,0.2921,0.069,0.1798,0.7328
Kultura,496,Claude,11.7353,0.0258,0.1176,0.2326,0.0238,0.186,0.6814
Kultura,497,Ekstraktivna,8.4688,0.0636,0.25,0.2933,0.0822,0.2133,0.7296
Kultura,497,Apstraktivna,8.4688,0.0347,0.125,1.0,1.0,1.0,1.0
Kultura,497,ChatGPT,8.4688,0.052,0.1875,0.2432,0.0,0.1892,0.7249
Kultura,497,Gemini,9.0333,0.0289,0.1333,0.411,0.1127,0.274,0.756
Kultura,497,Claude,10.4231,0.0289,0.0769,0.3143,0.0882,0.2286,0.7543
Kultura,498,Ekstraktivna,6.8378,0.1095,0.3243,0.2093,0.0476,0.1628,0.717
Kultura,498,Apstraktivna,7.4412,0.0803,0.2353,1.0,1.0,1.0,1.0
Kultura,498,ChatGPT,7.6667,0.1022,0.5455,0.2564,0.0,0.2051,0.719
Kultura,498,Gemini,8.1613,0.0803,0.3226,0.3377,0.0533,0.1818,0.7415
Kultura,498,Claude,9.0357,0.0219,0.1429,0.2778,0.0286,0.1944,0.7112
Kultura,499,Ekstraktivna,3.7895,0.2,0.4737,0.1739,0.0299,0.1159,0.6791
Kultura,499,Apstraktivna,5.76,0.0571,0.0,1.0,1.0,1.0,1.0
Kultura,499,ChatGPT,5.3333,0.0714,0.4444,0.1333,0.0345,0.1333,0.6587
Kultura,499,Gemini,5.76,0.0286,0.08,0.2807,0.1455,0.2456,0.7391
Kultura,499,Claude,7.5789,0.0286,0.0,0.3333,0.0769,0.3333,0.7421
Kultura,500,Ekstraktivna,7.4324,0.0789,0.3243,0.2857,0.0244,0.1667,0.7106
Kultura,500,Apstraktivna,7.2368,0.0197,0.2632,1.0,1.0,1.0,1.0
Kultura,500,ChatGPT,10.5769,0.0395,0.0769,0.137,0.0,0.1096,0.6876
Kultura,500,Gemini,11.0,0.0329,0.0,0.087,0.0,0.087,0.7016
Kultura,500,Claude,13.0952,0.0,0.0,0.1515,0.0312,0.1515,0.6868
Kultura,501,Ekstraktivna,8.4211,0.1064,0.4211,0.1975,0.0253,0.1235,0.6552
Kultura,501,Apstraktivna,10.3226,0.0266,0.129,1.0,1.0,1.0,1.0
Kultura,501,ChatGPT,10.0,0.0532,0.375,0.2597,0.0533,0.2078,0.704
Kultura,501,Gemini,16.0,0.0106,0.0,0.25,0.0323,0.1875,0.7031
Kultura,501,Claude,13.3333,0.0053,0.0,0.3143,0.1471,0.2857,0.7402
Kultura,502,Ekstraktivna,6.119,0.0968,0.381,0.25,0.0,0.2045,0.711
Kultura,502,Apstraktivna,8.5667,0.0387,0.0,1.0,1.0,1.0,1.0
Kultura,502,ChatGPT,8.5667,0.0581,0.1333,0.2192,0.0,0.1918,0.7096
Kultura,502,Gemini,8.8621,0.0645,0.1379,0.2432,0.0,0.2162,0.7325
Kultura,502,Claude,13.5263,0.0194,0.0,0.1613,0.0333,0.129,0.7235
Kultura,503,Ekstraktivna,25.5278,0.0376,0.4444,0.1772,0.0,0.1266,0.6817
Kultura,503,Apstraktivna,30.6333,0.0108,0.0667,1.0,1.0,1.0,1.0
Kultura,503,ChatGPT,34.037,0.0242,0.3704,0.1212,0.0,0.0909,0.71
Kultura,503,Gemini,41.7727,0.0027,0.0,0.2812,0.0323,0.1875,0.7561
Kultura,503,Claude,38.2917,0.0054,0.0,0.0923,0.0317,0.0923,0.701
Kultura,504,Ekstraktivna,7.3929,0.1024,0.3571,0.1667,0.0345,0.1333,0.6883
Kultura,504,Apstraktivna,9.4091,0.0236,0.0909,1.0,1.0,1.0,1.0
Kultura,504,ChatGPT,10.35,0.0236,0.1,0.1176,0.0,0.1176,0.7214
Kultura,504,Gemini,9.4091,0.0157,0.1818,0.1923,0.04,0.1154,0.6906
Kultura,504,Claude,11.5,0.0079,0.0,0.1224,0.0,0.0816,0.6806
Kultura,505,Ekstraktivna,9.6571,0.0673,0.2857,0.1316,0.0,0.0789,0.6655
Kultura,505,Apstraktivna,9.3889,0.0288,0.1667,1.0,1.0,1.0,1.0
Kultura,505,ChatGPT,12.5185,0.024,0.0741,0.1471,0.0,0.0882,0.6754
Kultura,505,Gemini,16.0952,0.024,0.0952,0.129,0.0,0.0645,0.6804
Kultura,505,Claude,14.6957,0.0048,0.0,0.2154,0.0,0.1231,0.6919
Kultura,506,Ekstraktivna,5.3333,0.103,0.2745,0.2424,0.0206,0.1616,0.6887
Kultura,506,Apstraktivna,6.8,0.0303,0.05,1.0,1.0,1.0,1.0
Kultura,506,ChatGPT,8.7742,0.0303,0.129,0.3544,0.1039,0.2532,0.7585
Kultura,506,Gemini,8.0,0.0424,0.1765,0.4878,0.15,0.3171,0.7635
Kultura,506,Claude,10.0741,0.0,0.0741,0.2051,0.0526,0.1795,0.6773
Kultura,507,Ekstraktivna,11.1404,0.0667,0.2105,0.24,0.0612,0.16,0.6893
Kultura,507,Apstraktivna,18.6765,0.0167,0.1765,1.0,1.0,1.0,1.0
Kultura,507,ChatGPT,24.4231,0.0278,0.3077,0.2154,0.0952,0.1846,0.7499
Kultura,507,Gemini,28.8636,0.0167,0.1818,0.2903,0.1,0.2258,0.7234
Kultura,507,Claude,25.4,0.0139,0.08,0.1194,0.0,0.0896,0.6575
Kultura,508,Ekstraktivna,4.3519,0.2276,0.4074,0.2632,0.0893,0.2105,0.6996
Kultura,508,Apstraktivna,7.1212,0.0813,0.3636,1.0,1.0,1.0,1.0
Kultura,508,ChatGPT,9.0385,0.065,0.3077,0.3014,0.1127,0.2466,0.7521
Kultura,508,Gemini,9.7917,0.0407,0.1667,0.1739,0.0299,0.1449,0.6948
Kultura,508,Claude,9.4,0.0163,0.08,0.1389,0.0,0.0833,0.6679
Kultura,509,Ekstraktivna,6.0581,0.0918,0.1163,0.194,0.0303,0.1045,0.6754
Kultura,509,Apstraktivna,15.3235,0.034,0.1765,1.0,1.0,1.0,1.0
Kultura,509,ChatGPT,16.2812,0.0238,0.0625,0.1299,0.0,0.1039,0.6777
Kultura,509,Gemini,17.3667,0.0102,0.0,0.1842,0.0,0.1053,0.713
Kultura,509,Claude,16.8065,0.0238,0.129,0.2308,0.0526,0.1538,0.7336
Kultura,506,Ekstraktivna,5.3333,0.103,0.2745,0.2424,0.0206,0.1616,0.6887
Kultura,506,Apstraktivna,6.8,0.0303,0.05,1.0,1.0,1.0,1.0
Kultura,506,ChatGPT,8.7742,0.0303,0.129,0.3544,0.1039,0.2532,0.7585
Kultura,506,Gemini,5.2308,0.0727,0.1923,0.4314,0.08,0.2745,0.7453
Kultura,506,Claude,6.9744,0.0182,0.0,0.2529,0.0706,0.1839,0.7489
Kultura,507,Ekstraktivna,11.1404,0.0667,0.2105,0.24,0.0612,0.16,0.6893
Kultura,507,Apstraktivna,18.6765,0.0167,0.1765,1.0,1.0,1.0,1.0
Kultura,507,ChatGPT,24.4231,0.0278,0.3077,0.2154,0.0952,0.1846,0.7499
Kultura,507,Gemini,16.7105,0.025,0.1053,0.3038,0.0519,0.2025,0.7096
Kultura,507,Claude,18.1429,0.0167,0.1714,0.3117,0.1067,0.1818,0.7541
Kultura,508,Ekstraktivna,4.3519,0.2276,0.4074,0.2632,0.0893,0.2105,0.6996
Kultura,508,Apstraktivna,7.1212,0.0813,0.3636,1.0,1.0,1.0,1.0
Kultura,508,ChatGPT,9.0385,0.065,0.3077,0.3014,0.1127,0.2466,0.7521
Kultura,508,Gemini,5.1087,0.1707,0.3913,0.3125,0.1277,0.1875,0.6981
Kultura,508,Claude,6.9118,0.0244,0.0,0.1928,0.0247,0.1446,0.679
Kultura,509,Ekstraktivna,6.0581,0.0918,0.1163,0.194,0.0303,0.1045,0.6754
Kultura,509,Apstraktivna,15.3235,0.034,0.1765,1.0,1.0,1.0,1.0
Kultura,509,ChatGPT,16.2812,0.0238,0.0625,0.1299,0.0,0.1039,0.6777
Kultura,509,Gemini,7.4429,0.051,0.0571,0.2712,0.0345,0.1864,0.6996
Kultura,509,Claude,13.7105,0.0102,0.0526,0.1667,0.0,0.119,0.7045
Kultura,510,Ekstraktivna,10.0938,0.0739,0.3125,0.1695,0.0,0.1356,0.7186
Kultura,510,Apstraktivna,13.4583,0.0568,0.1667,1.0,1.0,1.0,1.0
Kultura,510,ChatGPT,14.6818,0.0398,0.1818,0.2041,0.0,0.1224,0.7005
Kultura,510,Gemini,17.0,0.0227,0.1053,0.2727,0.0476,0.1818,0.7169
Kultura,510,Claude,16.15,0.0284,0.1,0.0851,0.0,0.0851,0.6848
Kultura,511,Ekstraktivna,8.6364,0.0759,0.303,0.2985,0.0923,0.2687,0.7167
Kultura,511,Apstraktivna,10.1786,0.0506,0.2143,1.0,1.0,1.0,1.0
Kultura,511,ChatGPT,12.9545,0.0253,0.0,0.4231,0.2,0.2692,0.7188
Kultura,511,Gemini,20.3571,0.0063,0.1429,0.2273,0.0476,0.2273,0.7034
Kultura,511,Claude,10.9615,0.019,0.0769,0.25,0.0741,0.1786,0.6804
Kultura,512,Ekstraktivna,6.7778,0.0722,0.3111,0.3684,0.1622,0.3158,0.761
Kultura,512,Apstraktivna,12.2,0.05,0.24,1.0,1.0,1.0,1.0
Kultura,512,ChatGPT,16.9444,0.0222,0.0,0.1277,0.0,0.1277,0.7189
Kultura,512,Gemini,16.0526,0.0222,0.2105,0.0769,0.0,0.0769,0.6763
Kultura,512,Claude,13.8636,0.0,0.0,0.037,0.0,0.037,0.6622
Kultura,513,Ekstraktivna,4.525,0.2245,0.5,0.3836,0.1972,0.3288,0.7393
Kultura,513,Apstraktivna,8.2273,0.0612,0.3636,1.0,1.0,1.0,1.0
Kultura,513,ChatGPT,7.8696,0.1122,0.1739,0.2308,0.08,0.1923,0.7007
Kultura,513,Gemini,11.3125,0.0612,0.375,0.2917,0.087,0.25,0.7117
Kultura,513,Claude,12.0667,0.0408,0.1333,0.1818,0.0476,0.1818,0.6699
Kultura,514,Ekstraktivna,4.96,0.0993,0.24,0.2198,0.0449,0.1978,0.7086
Kultura,514,Apstraktivna,9.5385,0.0596,0.2308,1.0,1.0,1.0,1.0
Kultura,514,ChatGPT,10.7826,0.0132,0.0,0.2034,0.0,0.1017,0.6803
Kultura,514,Gemini,12.4,0.0199,0.1,0.1818,0.0377,0.1455,0.7166
Kultura,514,Claude,11.8095,0.0132,0.0,0.1754,0.0364,0.1053,0.6557
Kultura,515,Ekstraktivna,9.7838,0.0891,0.4324,0.3478,0.1194,0.2899,0.7145
Kultura,515,Apstraktivna,12.9286,0.0594,0.2857,1.0,1.0,1.0,1.0
Kultura,515,ChatGPT,13.9231,0.0248,0.1538,0.1667,0.0345,0.1333,0.6798
Kultura,515,Gemini,17.2381,0.0099,0.0,0.0377,0.0,0.0377,0.6864
Kultura,515,Claude,18.1,0.0099,0.1,0.1111,0.0,0.0741,0.6551
Kultura,516,Ekstraktivna,6.1392,0.108,0.481,0.1818,0.0168,0.1157,0.6544
Kultura,516,Apstraktivna,16.1667,0.0469,0.2,1.0,1.0,1.0,1.0
Kultura,516,ChatGPT,16.7241,0.0563,0.4138,0.1972,0.058,0.1127,0.6896
Kultura,516,Gemini,24.25,0.0094,0.0,0.1935,0.0,0.0968,0.6911
Kultura,516,Claude,21.087,0.0235,0.087,0.2687,0.0923,0.1493,0.715
Kultura,517,Ekstraktivna,8.8235,0.0652,0.3529,0.2059,0.0303,0.1471,0.6608
Kultura,517,Apstraktivna,11.5385,0.038,0.2308,1.0,1.0,1.0,1.0
Kultura,517,ChatGPT,12.5,0.038,0.1667,0.2143,0.0741,0.1429,0.6881
Kultura,517,Gemini,20.0,0.0,0.0,0.3478,0.0455,0.2609,0.7071
Kultura,517,Claude,13.6364,0.0109,0.0,0.2353,0.0,0.1176,0.6907
